Geneid,8cell_1,8cell_2,8cell_3,Morula_1,Morula_2,Morula_3,Blastocyst_1,Blastocyst_2,Blastocyst_3
ENSG00000199762,0,0,0,0,0,0,0,0,0
ENSG00000252711,0,0,0,0,0,0,0,0,0
ENSG00000124818,0,0,0,0,0,0,0,0,0
ENSG00000200340,0,0,0,0,0,0,0,0,0
ENSG00000112394,66,56,46,94,73,241,377,20,109
ENSG00000200926,0,0,4,0,0,0,0,0,0
ENSG00000231046,0,0,7,0,0,20,0,0,0
ENSG00000173214,1120,1663,2471,579,397,2987,747,57,256
ENSG00000271789,63,12,0,1,25,136,138,14,12
ENSG00000009413,1171,852,1203,234,93,1130,634,51,309
ENSG00000272356,190,0,150,51,2,44,144,42,5
ENSG00000220392,0,0,0,0,0,0,0,0,0
ENSG00000229276,22,0,25,0,0,0,0,0,0
ENSG00000218676,1,4,0,0,0,0,0,0,0
ENSG00000025039,2,0,2,0,0,4,4,0,2
ENSG00000218965,0,0,0,0,0,0,0,0,0
ENSG00000135299,699,221,744,39,7,136,258,28,75
ENSG00000239316,0,0,0,0,0,0,0,0,0
ENSG00000224371,0,0,0,2,0,0,0,0,0
ENSG00000292246,0,0,0,35,0,0,36,1,10
ENSG00000220913,0,0,0,0,0,0,15,0,0
ENSG00000233342,0,0,0,0,0,0,0,0,0
ENSG00000231863,0,0,0,0,0,0,0,0,0
ENSG00000272841,0,1,47,0,1,5,7,4,2
ENSG00000112308,3064,2523,5294,543,224,1553,1582,211,1122
ENSG00000288851,0,0,0,0,0,0,0,0,0
ENSG00000260286,0,0,0,0,0,0,0,0,0
ENSG00000282804,0,0,0,0,0,0,0,0,0
ENSG00000261189,0,0,0,2,11,0,31,29,22
ENSG00000135316,871,906,1505,143,76,317,1464,155,416
ENSG00000288805,0,0,37,0,0,0,0,0,0
ENSG00000290047,1,343,612,121,21,57,20,0,16
ENSG00000272273,0,12,0,0,0,3,0,0,0
ENSG00000214894,0,0,0,0,0,0,0,0,3
ENSG00000237923,0,26,0,26,22,0,0,0,2
ENSG00000168631,0,0,0,0,0,0,51,0,0
ENSG00000242014,0,0,0,0,0,0,0,0,0
ENSG00000276746,0,0,0,0,0,0,0,0,0
ENSG00000030110,5467,2509,2474,1193,1117,2145,538,84,151
ENSG00000197251,0,0,31,0,0,4,8,0,0
ENSG00000096433,8,279,365,16,22,37,379,62,133
ENSG00000137288,231,355,429,185,87,170,643,137,305
ENSG00000266509,0,0,0,0,0,0,0,0,0
ENSG00000161896,0,0,0,0,0,0,0,0,0
ENSG00000161904,1,0,0,16,0,0,39,10,43
ENSG00000112624,164,94,405,115,0,109,25,11,21
ENSG00000287825,66,2,53,4,17,0,0,0,4
ENSG00000226558,0,0,0,0,0,0,1,0,0
ENSG00000287055,0,26,10,0,0,14,14,1,13
ENSG00000287266,0,0,0,0,0,0,0,0,10
ENSG00000124574,0,3,0,12,36,0,316,150,126
ENSG00000276770,0,0,0,0,0,0,0,0,0
ENSG00000171462,133,469,92,635,185,235,21,0,0
ENSG00000207076,0,0,0,0,0,0,0,0,0
ENSG00000137221,678,2499,768,370,163,597,642,280,238
ENSG00000265439,0,0,0,0,0,0,0,0,0
ENSG00000262179,0,0,0,0,0,4,52,2,2
ENSG00000112759,648,1112,357,656,20,146,1710,763,908
ENSG00000096384,26262,29541,30203,6480,2339,1342,42179,5242,15377
ENSG00000157593,23,319,55,312,403,58,1046,406,682
ENSG00000284427,0,0,0,0,0,0,0,0,0
ENSG00000146232,371,82,24,62,0,25,160,18,37
ENSG00000178233,0,0,0,0,0,0,0,0,0
ENSG00000272442,0,0,0,0,0,0,0,0,0
ENSG00000146221,0,0,0,0,0,0,0,0,0
ENSG00000124608,21,979,266,257,451,480,580,191,157
ENSG00000249481,0,0,0,0,0,0,0,0,2
ENSG00000096401,3990,1721,3553,727,319,1600,2021,86,743
ENSG00000266619,0,0,0,0,0,0,0,0,0
ENSG00000214604,0,0,0,0,0,0,0,0,0
ENSG00000124749,0,2,97,2,0,13,44,1,13
ENSG00000219095,0,0,0,0,0,0,0,0,0
ENSG00000135314,2753,2248,1907,338,183,600,503,85,177
ENSG00000290002,6914,9432,4774,483,680,1273,33,6,39
ENSG00000135324,0,93,46,32,0,2,6,0,22
ENSG00000135315,341,139,574,42,29,217,205,14,12
ENSG00000289931,0,0,18,0,0,4,0,0,0
ENSG00000280277,0,0,4,0,0,0,0,0,0
ENSG00000220130,0,0,0,0,0,0,0,0,0
ENSG00000220960,0,0,0,0,0,0,0,0,0
ENSG00000223001,0,0,0,0,0,0,0,0,0
ENSG00000271931,0,0,0,0,0,0,0,0,0
ENSG00000146278,7037,3461,8684,331,200,2883,134,22,50
ENSG00000264017,0,0,4,0,0,0,0,0,0
ENSG00000154548,522,1370,907,85,47,490,190,2,60
ENSG00000288009,0,31,24,0,0,36,0,0,0
ENSG00000146281,0,92,106,15,0,18,53,10,1
ENSG00000146276,0,0,63,0,0,0,38,0,2
ENSG00000111886,0,0,0,0,0,0,0,0,0
ENSG00000220418,0,0,0,0,0,0,0,0,0
ENSG00000289433,0,0,0,0,0,0,0,0,0
ENSG00000146285,0,0,0,0,0,0,0,0,0
ENSG00000285652,0,0,0,0,0,0,3,0,0
ENSG00000188580,0,3,33,0,0,0,0,0,0
ENSG00000237321,0,0,0,0,0,0,0,0,0
ENSG00000236548,0,50,137,5,0,26,2,3,0
ENSG00000146373,0,0,0,0,0,1,0,0,8
ENSG00000111907,0,4,38,0,2,0,212,37,100
ENSG00000111906,4966,875,2010,2660,964,2000,4855,317,2601
ENSG00000286299,0,0,0,0,0,0,0,0,0
ENSG00000226409,8,25,80,9,0,45,4,0,0
ENSG00000237742,0,2,31,30,0,0,7,4,13
ENSG00000224506,89,10,91,101,8,0,39,3,21
ENSG00000135547,592,1015,821,427,56,670,58,32,55
ENSG00000232131,0,0,0,0,0,0,0,0,1
ENSG00000164440,52,0,18,0,0,0,0,0,0
ENSG00000226571,2,8,25,0,0,0,0,0,0
ENSG00000218565,0,0,0,0,0,0,0,0,0
ENSG00000164442,20,0,0,2,0,29,52,17,12
ENSG00000238099,0,0,0,0,0,0,0,0,0
ENSG00000219806,0,0,1,0,0,0,1,0,0
ENSG00000205695,0,0,0,0,0,0,0,0,0
ENSG00000280850,0,0,0,0,0,0,0,0,0
ENSG00000287189,0,0,0,0,0,0,0,0,0
ENSG00000060762,303,126,58,46,23,57,445,50,225
ENSG00000227885,0,0,16,3,0,0,13,3,6
ENSG00000137269,99,66,61,17,17,239,1044,154,285
ENSG00000271218,0,0,0,0,0,0,0,0,4
ENSG00000146147,0,0,36,9,0,0,10,0,14
ENSG00000235050,0,0,0,0,0,0,0,0,0
ENSG00000218143,0,0,0,0,0,0,0,0,0
ENSG00000287745,0,0,0,0,0,0,0,0,0
ENSG00000218350,39,6,24,1,5,11,14,1,19
ENSG00000207180,0,0,0,0,0,0,0,0,0
ENSG00000233237,4,37,17,4,0,0,4,0,10
ENSG00000287380,0,0,0,0,0,0,0,0,0
ENSG00000276127,0,0,0,0,0,0,0,0,0
ENSG00000119900,0,90,0,448,76,474,500,60,395
ENSG00000230597,0,0,0,0,0,0,0,0,0
ENSG00000199094,0,0,0,0,0,0,0,0,0
ENSG00000279289,0,0,0,0,0,0,8,0,0
ENSG00000207827,0,0,0,0,0,0,0,0,0
ENSG00000223765,0,0,0,0,0,0,0,0,0
ENSG00000285963,0,0,0,0,0,0,0,0,0
ENSG00000219575,0,0,0,0,0,0,0,0,0
ENSG00000218014,0,0,0,0,0,0,0,0,0
ENSG00000287363,0,0,0,0,0,0,0,0,0
ENSG00000049618,248,235,476,87,27,296,387,59,111
ENSG00000118503,0,21,0,31,8,0,12,40,11
ENSG00000234763,0,25,0,0,3,0,0,0,0
ENSG00000124786,549,154,274,103,45,318,302,30,66
ENSG00000146350,107,119,129,30,6,13,11,9,0
ENSG00000217929,0,0,0,0,0,0,0,0,0
ENSG00000293023,0,8,0,0,0,0,0,0,0
ENSG00000217325,0,0,0,0,0,0,0,0,0
ENSG00000293084,1,0,0,0,0,0,0,0,0
ENSG00000219565,0,0,0,0,0,0,0,0,0
ENSG00000293088,0,0,0,0,0,0,0,0,0
ENSG00000220660,0,0,0,0,0,0,0,0,0
ENSG00000293092,0,0,0,0,0,0,0,0,0
ENSG00000220848,0,0,0,0,0,0,0,0,0
ENSG00000293098,0,2,0,0,0,4,7,0,0
ENSG00000218351,0,0,0,0,0,0,0,0,0
ENSG00000293099,0,0,0,0,0,0,0,0,0
ENSG00000217488,0,0,0,0,0,0,0,0,0
ENSG00000293100,0,0,0,0,0,0,0,0,0
ENSG00000229036,0,0,0,9,0,0,0,0,0
ENSG00000293105,0,0,0,4,0,0,1,0,7
ENSG00000286215,0,0,0,0,0,0,0,0,0
ENSG00000293110,1027,423,200,34,1,10,0,0,0
ENSG00000243828,0,0,0,0,0,0,0,0,0
ENSG00000293117,0,0,0,0,0,0,0,0,0
ENSG00000216624,0,0,0,0,0,0,0,0,0
ENSG00000293174,0,0,0,0,0,0,0,0,0
ENSG00000220600,0,0,0,0,0,0,0,0,0
ENSG00000293184,0,0,0,1,0,0,0,0,0
ENSG00000213109,0,0,0,0,0,0,0,0,0
ENSG00000293197,0,0,0,0,0,0,0,0,0
ENSG00000228283,0,0,0,0,0,0,0,0,0
ENSG00000293211,0,0,0,0,0,0,0,0,0
ENSG00000229559,0,0,0,0,0,0,0,0,0
ENSG00000293212,92,0,0,0,0,0,0,0,0
ENSG00000234515,0,0,0,0,0,0,0,0,0
ENSG00000225549,0,0,0,0,0,0,0,0,0
ENSG00000293224,0,0,0,0,0,0,0,0,0
ENSG00000216621,0,0,0,0,0,0,0,0,0
ENSG00000293239,0,0,0,0,0,0,0,0,0
ENSG00000228432,0,0,0,0,0,0,0,0,0
ENSG00000293281,0,0,0,0,0,0,0,0,0
ENSG00000271304,0,0,0,0,0,0,0,0,0
ENSG00000293345,0,0,0,0,0,0,0,0,0
ENSG00000181355,0,0,0,0,0,0,0,0,0
ENSG00000293385,6,0,0,0,0,0,0,0,0
ENSG00000185689,0,0,0,0,0,0,0,0,0
ENSG00000293447,0,20,0,0,0,0,0,0,0
ENSG00000164393,0,0,0,0,0,0,0,0,0
ENSG00000293467,0,0,0,0,0,0,0,0,0
ENSG00000255552,0,0,0,0,0,0,0,0,0
ENSG00000293479,0,0,0,0,0,0,0,0,0
ENSG00000168405,0,0,0,0,0,0,0,0,0
ENSG00000293489,141,0,3,2,0,6,4,0,0
ENSG00000093134,0,0,0,0,0,0,0,0,0
ENSG00000293493,0,0,0,0,0,0,0,0,0
ENSG00000204623,0,0,0,0,0,0,0,0,0
ENSG00000204188,0,0,0,0,0,0,0,0,0
ENSG00000293518,0,0,0,0,0,23,0,0,0
ENSG00000182793,0,0,0,0,0,0,0,0,0
ENSG00000293541,173,13,4,0,0,17,8,0,0
ENSG00000260273,0,0,45,34,3,52,12,0,0
ENSG00000080546,459,441,706,443,221,440,2255,35,277
ENSG00000271730,0,0,0,0,0,0,0,0,0
ENSG00000199944,0,0,0,0,0,0,0,0,0
ENSG00000183137,277,77,371,96,36,228,241,24,201
ENSG00000293470,0,0,0,0,0,0,0,0,0
ENSG00000203799,0,0,0,0,0,5,0,0,0
ENSG00000290055,0,0,0,0,0,0,0,0,0
ENSG00000290870,0,0,0,0,0,0,1,0,0
ENSG00000293508,11,0,104,42,52,4,95,3,50
ENSG00000290574,0,5,0,1,2,0,0,0,0
ENSG00000234127,1568,218,435,287,49,192,778,82,332
ENSG00000224666,0,0,0,0,0,0,0,0,0
ENSG00000228789,17,46,0,0,0,0,0,0,0
ENSG00000118513,447,97,440,38,23,592,5,0,30
ENSG00000131018,3752,1733,2278,912,140,307,585,47,300
ENSG00000198945,932,183,308,26,10,139,73,9,29
ENSG00000227678,0,0,0,0,0,0,0,0,0
ENSG00000164483,289,0,92,6,0,0,0,1,0
ENSG00000137343,57,156,325,111,11,55,199,50,104
ENSG00000288712,0,0,0,0,0,0,0,0,0
ENSG00000288646,0,0,0,0,0,0,0,0,0
ENSG00000288708,0,0,0,0,0,0,0,0,0
ENSG00000288614,0,0,0,0,0,0,0,0,0
ENSG00000293066,0,0,0,0,0,0,0,0,0
ENSG00000123505,56957,37633,24724,8044,3468,22541,5978,783,3306
ENSG00000096696,0,7,225,576,285,1214,6778,837,2169
ENSG00000235033,0,0,3,0,0,0,0,0,0
ENSG00000124615,0,4,0,0,0,0,147,36,39
ENSG00000180211,411,235,219,140,94,192,234,62,124
ENSG00000220586,0,0,0,0,0,0,0,0,0
ENSG00000124602,21,126,203,6,64,2,31,2,10
ENSG00000124596,4309,3569,3684,770,203,1913,1429,135,585
ENSG00000112212,0,0,0,0,0,0,0,0,0
ENSG00000124701,450,104,104,53,59,0,52,4,19
ENSG00000001167,3635,3484,3776,679,60,1119,655,22,257
ENSG00000287678,0,0,12,1,11,0,0,0,0
ENSG00000161912,0,1,0,0,0,2,0,0,0
ENSG00000290554,20,18,0,7,11,14,0,0,0
ENSG00000161911,0,18,0,5,0,0,0,0,0
ENSG00000290034,0,154,6,0,34,0,0,0,0
ENSG00000095970,0,0,0,0,0,0,0,0,0
ENSG00000112195,0,0,0,5,0,0,0,0,0
ENSG00000290563,0,0,0,0,0,0,0,0,0
ENSG00000184106,0,0,0,0,0,0,0,0,0
ENSG00000188056,0,0,0,0,0,0,0,0,0
ENSG00000212176,0,0,0,0,0,0,0,0,0
ENSG00000225690,0,0,0,0,0,0,0,0,0
ENSG00000274256,0,0,0,0,0,0,0,0,0
ENSG00000278745,0,0,0,0,0,0,0,0,0
ENSG00000124731,0,0,32,0,0,0,0,0,0
ENSG00000218809,0,0,0,0,0,0,0,0,0
ENSG00000146352,0,0,0,0,0,0,10,0,0
ENSG00000186439,0,0,27,1,15,50,8,0,4
ENSG00000235535,0,0,0,0,0,0,0,0,1
ENSG00000285691,0,0,0,0,0,0,0,0,0
ENSG00000285941,0,3,13,8,0,0,0,0,0
ENSG00000010704,0,0,0,0,0,0,0,0,0
ENSG00000293568,0,0,0,0,0,0,11,0,0
ENSG00000146433,726,401,447,160,91,346,632,128,221
ENSG00000207419,0,0,0,0,0,0,0,0,0
ENSG00000111863,0,7,0,23,7,1,92,13,44
ENSG00000287593,0,1,0,0,0,0,21,4,5
ENSG00000234427,0,0,0,0,0,0,0,0,0
ENSG00000215124,0,0,0,0,0,0,0,0,0
ENSG00000225102,0,0,0,0,0,0,0,0,0
ENSG00000229896,0,0,2,0,0,0,0,0,0
ENSG00000095951,3077,945,2115,240,95,1085,335,33,167
ENSG00000078401,0,9,0,0,0,2,0,0,0
ENSG00000218893,0,0,0,0,0,0,0,0,0
ENSG00000223321,0,0,0,0,0,0,0,0,0
ENSG00000212802,4387,3219,4067,878,587,1013,2970,1639,1352
ENSG00000286760,0,2,50,0,8,8,16,0,11
ENSG00000071242,0,1,148,0,2,0,11,10,7
ENSG00000235272,54,22,13,5,4,10,25,2,3
ENSG00000287690,0,0,0,0,0,0,0,0,0
ENSG00000206503,0,16,0,14,0,67,31,8,2
ENSG00000293216,0,0,0,0,0,0,0,0,0
ENSG00000291111,0,0,32,0,0,6,0,0,0
ENSG00000223865,0,111,357,5,0,0,0,0,0
ENSG00000225914,19,39,1,0,16,33,0,0,0
ENSG00000290878,0,0,36,0,0,0,0,0,0
ENSG00000198502,0,69,311,0,0,0,0,0,0
ENSG00000204344,1614,741,1408,20,17,155,131,55,24
ENSG00000269964,32,5,108,20,0,4,10,0,0
ENSG00000230309,465,114,134,63,29,63,93,1,35
ENSG00000244476,1,2,8,0,0,3,44,2,17
ENSG00000251608,0,0,0,0,0,0,0,0,0
ENSG00000293101,0,0,0,0,0,0,0,0,0
ENSG00000243775,0,0,0,0,0,0,0,0,0
ENSG00000285159,0,46,5,0,0,0,0,0,0
ENSG00000203711,0,0,126,54,0,30,56,2,38
ENSG00000213076,0,0,0,0,0,0,0,0,0
ENSG00000223191,0,0,0,0,0,0,0,0,0
ENSG00000271913,30,0,4,2,0,0,1,1,0
ENSG00000164691,0,0,0,0,0,0,0,0,0
ENSG00000288845,0,0,0,0,0,0,0,0,0
ENSG00000285492,0,0,0,0,0,0,0,0,0
ENSG00000224478,0,0,0,0,0,0,0,0,0
ENSG00000233682,45,0,11,20,0,0,0,0,0
ENSG00000164694,0,0,0,0,0,0,0,0,0
ENSG00000235086,0,0,0,0,0,0,0,0,0
ENSG00000217477,0,0,0,0,0,0,0,0,0
ENSG00000198225,3,3,8,15,2,7,30,6,20
ENSG00000219940,0,0,0,0,0,0,0,0,0
ENSG00000218520,0,0,0,0,0,0,0,0,0
ENSG00000225121,0,0,0,0,0,0,0,0,4
ENSG00000112245,3,17,23,4,0,7,0,0,0
ENSG00000213312,1,1,1,6,0,1,50,0,20
ENSG00000266680,0,0,6,2,0,0,13,0,0
ENSG00000285976,0,0,2,0,0,0,0,0,0
ENSG00000262651,0,0,0,0,0,0,0,0,0
ENSG00000213309,4,0,8,0,3,0,1,0,1
ENSG00000224079,0,0,0,0,0,0,0,0,0
ENSG00000233082,0,0,0,0,0,0,0,0,0
ENSG00000236708,0,0,0,0,0,4,1,0,0
ENSG00000287541,0,0,0,0,0,0,0,0,0
ENSG00000164853,1,17,2,0,0,0,0,0,0
ENSG00000239857,0,0,0,0,0,0,0,0,0
ENSG00000261795,0,0,0,0,0,0,0,0,0
ENSG00000283991,0,0,0,0,0,0,0,0,0
ENSG00000164880,1972,3615,1719,877,281,1133,2310,1516,1176
ENSG00000157927,1623,356,994,84,0,86,108,183,0
ENSG00000213935,1,8,0,0,0,0,0,0,0
ENSG00000178381,8981,11763,8656,816,392,2482,1070,116,549
ENSG00000272732,0,0,0,0,0,0,0,0,3
ENSG00000155070,0,0,0,0,0,0,0,0,0
ENSG00000226943,0,67,0,0,0,0,0,0,0
ENSG00000164654,359,616,85,250,121,348,1130,30,582
ENSG00000239696,0,0,0,0,0,0,0,0,0
ENSG00000227719,0,0,0,0,2,0,0,0,0
ENSG00000250561,2,0,0,0,0,0,0,0,1
ENSG00000239715,0,0,0,0,0,0,0,0,0
ENSG00000242611,0,0,5,0,0,0,0,0,0
ENSG00000240859,0,0,0,0,0,0,0,0,0
ENSG00000242474,0,193,4,12,18,40,11,2,6
ENSG00000244167,0,0,0,0,0,0,0,0,0
ENSG00000271077,0,0,0,0,0,0,0,0,0
ENSG00000225146,0,0,0,0,0,0,0,0,0
ENSG00000106511,0,0,0,0,0,0,0,0,0
ENSG00000283117,2,0,0,4,0,0,1,0,0
ENSG00000272745,0,0,0,0,0,0,0,0,0
ENSG00000229091,1,1,2,0,1,0,1,0,0
ENSG00000177706,0,0,0,0,0,0,0,0,0
ENSG00000164916,772,64,146,442,94,473,828,754,492
ENSG00000146540,1650,27,163,106,64,133,1619,1124,828
ENSG00000236712,0,12,0,0,0,0,0,0,0
ENSG00000236414,0,0,0,0,0,0,0,0,0
ENSG00000229618,211,81,75,7,0,0,8,1,7
ENSG00000229043,28,0,83,15,0,0,68,2,46
ENSG00000261809,0,0,0,0,0,0,0,0,0
ENSG00000270611,0,0,0,0,0,0,0,0,0
ENSG00000164828,1362,1043,1518,380,47,326,801,104,239
ENSG00000226323,0,0,0,0,0,0,0,0,0
ENSG00000214998,0,0,0,0,0,0,0,0,0
ENSG00000273151,0,0,0,7,0,0,19,0,2
ENSG00000003147,311,87,312,9,4,90,132,14,19
ENSG00000226097,0,0,0,2,3,0,0,0,0
ENSG00000273252,0,0,0,0,0,0,0,0,0
ENSG00000226291,0,0,0,1,0,9,0,0,1
ENSG00000106399,606,388,822,180,172,270,504,79,229
ENSG00000122584,6,0,14,204,0,0,0,0,0
ENSG00000273644,0,0,0,0,0,0,0,0,0
ENSG00000228598,0,0,0,0,0,0,0,0,0
ENSG00000235920,0,0,0,0,0,0,0,0,0
ENSG00000233108,0,4,0,0,0,0,3,0,0
ENSG00000273230,0,0,0,0,0,33,0,0,2
ENSG00000223866,0,0,0,0,0,0,0,0,0
ENSG00000272894,0,8,0,0,0,0,30,1,16
ENSG00000218823,0,0,4,0,0,0,0,0,0
ENSG00000231525,0,0,0,16,0,0,0,0,0
ENSG00000230370,0,0,0,0,0,0,0,0,0
ENSG00000287409,1,13,8,0,0,0,0,0,0
ENSG00000235828,3,0,3,0,0,0,0,0,0
ENSG00000205897,0,3,0,0,0,0,0,0,0
ENSG00000241539,0,0,0,0,0,0,0,0,0
ENSG00000267055,0,0,0,0,0,0,0,0,0
ENSG00000106392,3560,987,3626,147,103,1379,150,55,152
ENSG00000237070,0,26,13,0,0,0,0,0,0
ENSG00000235431,0,0,0,0,0,0,0,0,0
ENSG00000229533,0,0,0,0,0,0,0,0,0
ENSG00000244239,0,0,0,0,0,0,0,0,0
ENSG00000236510,0,0,0,0,0,0,0,0,0
ENSG00000232821,0,0,0,0,0,0,0,0,0
ENSG00000223838,79,7,53,13,0,13,20,0,0
ENSG00000242802,214,444,681,118,91,347,377,411,258
ENSG00000197320,0,0,0,0,0,0,0,0,0
ENSG00000234356,0,1,0,0,0,0,0,0,0
ENSG00000243531,0,0,0,0,0,0,0,0,0
ENSG00000287883,0,0,0,0,0,0,0,0,0
ENSG00000230879,0,0,0,0,0,0,0,0,0
ENSG00000189043,6258,2011,3170,1880,1055,2738,5883,503,3942
ENSG00000006747,1,0,320,14,3,49,60,0,41
ENSG00000164877,375,4,65,117,0,30,0,28,25
ENSG00000226827,0,0,0,0,0,0,0,0,0
ENSG00000257607,0,0,0,0,0,0,0,0,0
ENSG00000234406,0,33,0,0,0,51,0,0,0
ENSG00000230435,0,0,11,0,0,0,0,0,0
ENSG00000240230,2175,1796,1179,317,57,659,393,102,177
ENSG00000230333,74,8,137,2,0,0,0,0,0
ENSG00000122585,0,0,28,0,0,0,0,0,0
ENSG00000233876,0,0,0,0,0,0,0,0,0
ENSG00000122644,396,270,931,138,110,888,164,27,173
ENSG00000283321,0,0,0,0,0,0,0,0,0
ENSG00000240093,0,0,0,0,0,0,0,0,0
ENSG00000271330,0,0,0,0,0,0,0,0,0
ENSG00000225816,0,0,0,0,0,0,0,0,0
ENSG00000228675,0,0,0,0,0,0,0,0,0
ENSG00000285716,0,0,0,0,0,0,0,0,0
ENSG00000164849,0,0,0,0,0,0,7,0,0
ENSG00000229937,2,27,5,0,0,15,0,0,0
ENSG00000270314,0,0,0,0,0,2,0,0,0
ENSG00000260951,0,0,0,0,0,0,0,0,0
ENSG00000249852,0,0,0,0,0,0,0,0,0
ENSG00000222004,0,0,42,0,0,0,0,0,0
ENSG00000105954,0,0,0,0,0,0,0,0,0
ENSG00000234141,0,0,0,0,0,0,0,0,0
ENSG00000106066,0,70,101,0,46,42,1450,82,684
ENSG00000285960,0,0,0,0,0,0,0,0,0
ENSG00000286376,0,14,0,0,1,0,0,0,2
ENSG00000105963,13,6,153,0,17,7,0,0,0
ENSG00000232790,0,0,58,21,24,26,8,0,4
ENSG00000229233,0,0,0,0,0,0,0,0,0
ENSG00000225974,0,0,0,0,0,0,0,0,0
ENSG00000228421,0,0,0,0,0,0,0,0,0
ENSG00000236039,12,11,3,38,0,1,2,0,5
ENSG00000105928,379,141,163,21,18,9,10,10,39
ENSG00000226059,1,2,1,0,0,0,1,0,0
ENSG00000229379,0,0,0,0,0,0,0,0,0
ENSG00000213860,138,82,67,68,26,103,119,7,63
ENSG00000070882,4,273,468,172,114,90,517,61,161
ENSG00000071189,1437,709,585,123,99,724,374,34,149
ENSG00000235728,0,0,0,0,0,0,0,0,0
ENSG00000217455,561,354,215,4,24,13,18,2,0
ENSG00000122550,3052,1205,2083,297,99,1056,910,65,398
ENSG00000106546,379,35,46,11,5,5,11,0,6
ENSG00000229949,0,0,0,0,0,0,0,0,0
ENSG00000122691,119,2,1,0,0,15,4,0,0
ENSG00000156928,5969,3207,3331,1030,702,1967,1673,380,913
ENSG00000153790,225,1320,441,119,41,459,191,4,79
ENSG00000213798,0,1,0,0,0,0,0,0,0
ENSG00000106100,434,177,287,0,0,15,30,4,5
ENSG00000227386,0,0,0,0,0,0,0,0,0
ENSG00000233824,0,0,0,0,0,0,0,0,0
ENSG00000287523,0,0,0,0,0,22,0,1,0
ENSG00000229452,0,0,0,0,0,0,4,0,0
ENSG00000219451,80,36,20,30,13,21,21,5,23
ENSG00000233830,124,36,124,15,29,25,7,8,9
ENSG00000105866,59,172,299,52,7,60,44,19,34
ENSG00000283549,0,0,0,0,0,0,0,0,0
ENSG00000105855,228,32,30,6,0,59,0,0,0
ENSG00000287093,0,0,0,0,2,0,0,0,0
ENSG00000235464,0,0,0,0,0,0,0,0,0
ENSG00000236318,0,22,19,0,0,0,0,0,0
ENSG00000225739,10,4,3,2,2,6,0,1,0
ENSG00000229358,0,0,28,14,1,2,20,0,0
ENSG00000136231,1660,667,1184,137,40,294,201,23,76
ENSG00000271253,0,0,29,0,0,0,0,0,0
ENSG00000234922,0,0,0,0,0,0,0,0,0
ENSG00000234999,0,0,0,0,0,0,0,0,0
ENSG00000234839,0,0,0,0,0,0,13,0,15
ENSG00000242731,0,0,0,0,0,0,0,0,0
ENSG00000122679,0,0,0,0,0,0,0,0,0
ENSG00000235859,0,11,0,0,0,0,86,4,21
ENSG00000272638,0,0,0,0,0,0,0,0,0
ENSG00000106415,627,542,1080,59,0,563,120,14,64
ENSG00000230539,0,0,0,0,0,0,0,0,0
ENSG00000164649,544,65,488,49,3,99,14,5,21
ENSG00000231892,0,21,0,0,0,0,0,0,0
ENSG00000213781,0,0,0,0,0,0,0,0,0
ENSG00000235574,0,0,2,45,0,0,0,0,0
ENSG00000179869,81,64,2,25,0,41,51,16,20
ENSG00000273014,0,0,25,0,0,0,6,9,0
ENSG00000146592,55,304,313,60,15,2,4,2,2
ENSG00000197085,42,73,53,2,0,31,1,0,6
ENSG00000271185,0,0,0,0,3,0,0,2,0
ENSG00000288525,0,0,0,0,0,0,0,0,0
ENSG00000179460,0,0,0,0,0,0,0,0,0
ENSG00000002746,0,0,139,5,0,0,0,0,0
ENSG00000237713,0,0,0,0,0,0,8,0,0
ENSG00000236212,0,0,8,0,0,0,0,0,0
ENSG00000230831,0,0,0,0,0,0,0,0,0
ENSG00000284839,0,0,0,0,0,0,0,0,0
ENSG00000279104,0,0,2,0,2,0,0,0,0
ENSG00000042813,0,0,43,0,0,18,0,0,0
ENSG00000232627,0,15,29,0,0,0,1,0,0
ENSG00000227015,0,0,0,0,0,0,0,0,0
ENSG00000229893,0,0,0,0,0,0,0,0,0
ENSG00000286738,0,0,0,0,0,0,0,0,0
ENSG00000287651,0,0,0,0,0,0,0,0,0
ENSG00000228735,0,0,0,0,0,0,0,0,0
ENSG00000223970,0,0,0,0,0,0,0,0,0
ENSG00000230680,0,0,0,0,0,0,0,0,0
ENSG00000187258,0,0,0,0,0,0,0,0,0
ENSG00000272984,0,0,0,0,0,0,0,0,0
ENSG00000287953,0,0,0,0,0,0,0,0,0
ENSG00000233264,0,0,37,0,0,0,0,0,0
ENSG00000236284,1,0,0,0,0,0,0,0,0
ENSG00000283061,0,0,0,0,0,0,0,0,0
ENSG00000241644,10,0,0,0,12,1,1,0,0
ENSG00000281404,0,14,45,0,0,17,23,0,0
ENSG00000244550,0,0,0,0,0,0,0,0,0
ENSG00000181211,0,94,0,0,0,0,0,0,0
ENSG00000229478,0,0,0,0,0,0,0,0,0
ENSG00000228173,0,0,0,0,0,0,0,0,0
ENSG00000164742,11,167,4,0,0,0,14,2,0
ENSG00000232161,0,0,0,0,0,0,0,0,0
ENSG00000231232,0,0,0,0,0,0,0,0,0
ENSG00000236529,0,0,0,0,0,0,0,0,0
ENSG00000227489,0,0,0,0,0,0,0,0,0
ENSG00000229970,0,0,0,0,0,0,22,0,0
ENSG00000227426,0,0,0,0,0,0,0,0,0
